fca_sym,FBgn,fa_sym
asRNA:CR44182,FBgn0265071,asRNA:CR44182
asRNA:CR44201,FBgn0265096,asRNA:CR44201
asRNA:CR44207,FBgn0265105,asRNA:CR44207
asRNA:CR44237,FBgn0265168,asRNA:CR44237
asRNA:CR44267,FBgn0265253,asRNA:CR44267
asRNA:CR44287,FBgn0265314,asRNA:CR44287
asRNA:CR44293,FBgn0265339,asRNA:CR44293
asRNA:CR44304,FBgn0265363,asRNA:CR44304
asRNA:CR44358,FBgn0265458,asRNA:CR44358
asRNA:CR44370,FBgn0265508,asRNA:CR44370
asRNA:CR44372,FBgn0265510,asRNA:CR44372
asRNA:CR44600,FBgn0265811,asRNA:CR44600
asRNA:CR44818,FBgn0266065,asRNA:CR44818
asRNA:CR44866,FBgn0266160,asRNA:CR44866
asRNA:CR45026,FBgn0266384,asRNA:CR45026
asRNA:CR45044,FBgn0266404,asRNA:CR45044
asRNA:CR45046,FBgn0266406,asRNA:CR45046
asRNA:CR45056,FBgn0266416,asRNA:CR45056
asRNA:CR45104,FBgn0266565,asRNA:CR45104
asRNA:CR45121,FBgn0266596,asRNA:CR45121
asRNA:CR45151,FBgn0266644,asRNA:CR45151
asRNA:CR45162,FBgn0266655,asRNA:CR45162
asRNA:CR45260,FBgn0266798,asRNA:CR45260
asRNA:CR45281,FBgn0266819,asRNA:CR45281
asRNA:CR45686,FBgn0267246,asRNA:CR45686
asRNA:CR45738,FBgn0267302,asRNA:CR45738
asRNA:CR45778,FBgn0267425,asRNA:CR45778
asRNA:CR45797,FBgn0267447,asRNA:CR45797
asRNA:CR45812,FBgn0267462,asRNA:CR45812
asRNA:CR45832,FBgn0267482,asRNA:CR45832
asRNA:CR45886,FBgn0267546,asRNA:CR45886
asRNA:CR46049,FBgn0267716,asRNA:CR46049
asRNA:CR46054,FBgn0267721,asRNA:CR46054
asRNA:CR46069,FBgn0267738,asRNA:CR46069
asl,FBgn0261004,asl
aurA,FBgn0000147,aurA
aust,FBgn0032104,aust
ave,FBgn0050476,ave
axed,FBgn0035708,axed
azot,FBgn0033238,azot
barr,FBgn0014127,barr
bb8,FBgn0039071,bb8
bel,FBgn0263231,bel
betaNACtes1,FBgn0030538,βNACtes1
betaNACtes2,FBgn0030563,βNACtes2
betaNACtes3,FBgn0052601,βNACtes3
betaNACtes4,FBgn0030566,βNACtes4
betaNACtes5,FBgn0262163,βNACtes5
betaNACtes6,FBgn0052598,βNACtes6
betaTub85D,FBgn0003889,βTub85D
bgcn,FBgn0004581,bgcn
blanks,FBgn0035608,blanks
boil,FBgn0029730,boil
bol,FBgn0011206,bol
boly,FBgn0050362,boly
bor,FBgn0287225,bor
brv1,FBgn0036874,brv1
brv2,FBgn0036712,brv2
brv3,FBgn0040333,brv3
c-cup,FBgn0031367,c-cup
can,FBgn0011569,can
cana,FBgn0040233,cana
capu,FBgn0000256,capu
casp,FBgn0034068,casp
cav,FBgn0026257,cav
cdc14,FBgn0031952,Cdc14
cep290,FBgn0035168,Cep290
chb,FBgn0021760,chb
chinmo,FBgn0086758,chinmo
cmb,FBgn0036365,cmb
cmet,FBgn0040232,cmet
cnn,FBgn0013765,cnn
cocoon,FBgn0036496,cocoon
coil,FBgn0033265,coil
comr,FBgn0034667,comr
cona,FBgn0038612,cona
corolla,FBgn0267967,corolla
croc,FBgn0014143,croc
d-cup,FBgn0038089,d-cup
d4,FBgn0033015,d4
dany,FBgn0050401,dany
ddbt,FBgn0284444,ddbt
del,FBgn0086251,del
didum,FBgn0261397,didum
dila,FBgn0033447,dila
dj,FBgn0019828,dj
djl,FBgn0037463,djl
dmrt93B,FBgn0038851,dmrt93B
dpr16,FBgn0037295,dpr16
dpr17,FBgn0051361,dpr17
dsh,FBgn0000499,dsh
dtr,FBgn0023090,dtr
e(y)2b,FBgn0040670,e(y)2b
eIF3d2,FBgn0037994,eIF3d2
eIF3f2,FBgn0033069,eIF3f2
eIF3g2,FBgn0038796,eIF3g2
eIF4E3,FBgn0265089,eIF4E3
eIF4E4,FBgn0035709,eIF4E4
eIF4E5,FBgn0035823,eIF4E5
eIF4E6,FBgn0039622,eIF4E6
eIF4E7,FBgn0040368,eIF4E7
eIF4G2,FBgn0260634,eIF4G2
eIF4H2,FBgn0039797,eIF4H2
eIF5B,FBgn0026259,eIF5B
eff,FBgn0011217,eff
eg,FBgn0000560,eg
elfless,FBgn0032660,elfless
elgi,FBgn0283649,elgi
endos,FBgn0061515,endos
exu,FBgn0000615,exu
f-cup,FBgn0028487,f-cup
fal,FBgn0028380,fal
fan,FBgn0028379,fan
fest,FBgn0034435,fest
fig,FBgn0039694,fig
fs(1)Yb,FBgn0000928,fs(1)Yb
ftz,FBgn0001077,ftz
fzo,FBgn0011596,fzo
fzr2,FBgn0034937,fzr2
gdl,FBgn0001099,gdl
gish,FBgn0250823,gish
glob2,FBgn0250846,glob2
glob3,FBgn0037385,glob3
goddard,FBgn0036438,gdrd
gom,FBgn0029084,gom
grsm,FBgn0040493,grsm
gsb-n,FBgn0001147,gsb-n
gskt,FBgn0046332,gskt
gudu,FBgn0031905,gudu
h-cup,FBgn0038334,h-cup
hale,FBgn0036924,hale
heph,FBgn0011224,heph
hmw,FBgn0038607,hmw
hog,FBgn0266710,hog
holn1,FBgn0032250,holn1
hpRNA:CR32207,FBgn0052207,hpRNA:CR32207
hydra,FBgn0031128,hydra
isopeptidase-T-3,FBgn0028372,Kpc2
janA,FBgn0001280,janA
janB,FBgn0001281,janB
jar,FBgn0011225,jar
jb,FBgn0031104,jb
jnj,FBgn0266282,SMC6
karr,FBgn0040784,karr
kat-60L1,FBgn0037375,kat-60L1
kermit,FBgn0010504,kermit
kin17,FBgn0024887,kin17
kl-2,FBgn0001313,kl-2
kl-3,FBgn0267432,kl-3
kl-5,FBgn0267433,kl-5
kmg,FBgn0032473,kmg
knon,FBgn0285943,knon
koko,FBgn0264816,koko
ktub,FBgn0015721,ktub
l(1)10Bb,FBgn0001491,l(1)10Bb
l(2)41Ab,FBgn0262123,l(2)41Ab
l(2)k10201,FBgn0016970,l(2)k10201
laf,FBgn0020280,laf
lgs,FBgn0039907,lgs
lili,FBgn0027539,lili
lmd,FBgn0039039,lmd
lncRNA:CR32582,FBgn0052582,lncRNA:CR32582
lncRNA:CR32652,FBgn0052652,lncRNA:CR32652
lncRNA:CR32657,FBgn0052657,lncRNA:CR32657
lncRNA:CR32658,FBgn0040859,lncRNA:CR32658
lncRNA:CR32661,FBgn0030356,lncRNA:CR32661
lncRNA:CR32690,FBgn0052690,lncRNA:CR32690
lncRNA:CR32835,FBgn0052835,lncRNA:CR32835
lncRNA:CR33218,FBgn0053218,lncRNA:CR33218
lncRNA:CR33987,FBgn0053987,lncRNA:CR33987
lncRNA:CR40053,FBgn0058053,lncRNA:CR40053
lncRNA:CR40172,FBgn0058172,lncRNA:CR40172
lncRNA:CR40465,FBgn0250817,lncRNA:CR40465
lncRNA:CR41443,FBgn0084008,lncRNA:CR41443
lncRNA:CR41601,FBgn0085812,lncRNA:CR41601
lncRNA:CR42646,FBgn0261429,lncRNA:CR42646
lncRNA:CR42657,FBgn0261522,lncRNA:CR42657
lncRNA:CR42696,FBgn0261586,lncRNA:CR42696
lncRNA:CR42756,FBgn0261814,lncRNA:CR42756
lncRNA:CR42767,FBgn0261835,lncRNA:CR42767
lncRNA:CR42836,FBgn0262025,lncRNA:CR42836
lncRNA:CR42844,FBgn0262033,lncRNA:CR42844
lncRNA:CR42850,FBgn0262097,lncRNA:CR42850
lncRNA:CR42858,FBgn0262105,lncRNA:CR42858
lncRNA:CR42859,FBgn0262106,lncRNA:CR42859
lncRNA:CR43053,FBgn0262355,lncRNA:CR43053
lncRNA:CR43097,FBgn0262543,lncRNA:CR43097
lncRNA:CR43132,FBgn0262606,lncRNA:CR43132
lncRNA:CR43150,FBgn0262680,lncRNA:CR43150
lncRNA:CR43151,FBgn0262681,lncRNA:CR43151
lncRNA:CR43157,FBgn0262687,lncRNA:CR43157
lncRNA:CR43174,FBgn0267794,lncRNA:CR43174
lncRNA:CR43199,FBgn0262828,lncRNA:CR43199
lncRNA:CR43247,FBgn0262892,lncRNA:CR43247
lncRNA:CR43252,FBgn0262897,lncRNA:CR43252
lncRNA:CR43253,FBgn0262898,lncRNA:CR43253
lncRNA:CR43258,FBgn0262903,lncRNA:CR43258
lncRNA:CR43260,FBgn0262905,lncRNA:CR43260
lncRNA:CR43263,FBgn0262944,lncRNA:CR43263
lncRNA:CR43264,FBgn0262945,lncRNA:CR43264
lncRNA:CR43278,FBgn0262967,lncRNA:CR43278
lncRNA:CR43279,FBgn0262968,lncRNA:CR43279
lncRNA:CR43280,FBgn0262969,lncRNA:CR43280
lncRNA:CR43282,FBgn0262971,lncRNA:CR43282
lncRNA:CR43297,FBgn0262989,lncRNA:CR43297
lncRNA:CR43304,FBgn0262996,lncRNA:CR43304
lncRNA:CR43306,FBgn0262998,lncRNA:CR43306
lncRNA:CR43356,FBgn0263088,lncRNA:CR43356
lncRNA:CR43372,FBgn0263130,lncRNA:CR43372
lncRNA:CR43387,FBgn0263217,lncRNA:CR43387
lncRNA:CR43408,FBgn0263327,lncRNA:CR43408
lncRNA:CR43409,FBgn0263328,lncRNA:CR43409
lncRNA:CR43410,FBgn0263329,lncRNA:CR43410
lncRNA:CR43414,FBgn0263333,lncRNA:CR43414
lncRNA:CR43415,FBgn0263334,lncRNA:CR43415
lncRNA:CR43416,FBgn0263335,lncRNA:CR43416
lncRNA:CR43419,FBgn0263338,lncRNA:CR43419
lncRNA:CR43424,FBgn0263343,lncRNA:CR43424
lncRNA:CR43436,FBgn0263384,lncRNA:CR43436
lncRNA:CR43437,FBgn0263385,lncRNA:CR43437
lncRNA:CR43451,FBgn0263405,lncRNA:CR43451
lncRNA:CR43475,FBgn0263452,lncRNA:CR43475
lncRNA:CR43484,FBgn0263495,lncRNA:CR43484
lncRNA:CR43485,FBgn0263496,lncRNA:CR43485
lncRNA:CR43495,FBgn0263506,lncRNA:CR43495
lncRNA:CR43498,FBgn0263509,lncRNA:CR43498
lncRNA:CR43605,FBgn0263802,lncRNA:CR43605
lncRNA:CR43608,FBgn0263583,lncRNA:CR43608
lncRNA:CR43610,FBgn0263585,CG43610
lncRNA:CR43620,FBgn0263611,lncRNA:CR43620
lncRNA:CR43621,FBgn0263612,lncRNA:CR43621
lncRNA:CR43625,FBgn0263616,lncRNA:CR43625
lncRNA:CR43627,FBgn0263618,lncRNA:CR43627
lncRNA:CR43639,FBgn0263648,lncRNA:CR43639
lncRNA:CR43649,FBgn0263658,lncRNA:CR43649
lncRNA:CR43652,FBgn0263661,lncRNA:CR43652
lncRNA:CR43656,FBgn0263665,lncRNA:CR43656
lncRNA:CR43681,FBgn0263764,lncRNA:CR43681
lncRNA:CR43682,FBgn0263765,lncRNA:CR43682
lncRNA:CR43684,FBgn0263767,lncRNA:CR43684
lncRNA:CR43705,FBgn0263844,lncRNA:CR43705
lncRNA:CR43718,FBgn0263871,lncRNA:CR43718
lncRNA:CR43761,FBgn0264261,lncRNA:CR43761
lncRNA:CR43762,FBgn0264262,lncRNA:CR43762
lncRNA:CR43763,FBgn0264263,lncRNA:CR43763
lncRNA:CR43764,FBgn0264264,lncRNA:CR43764
lncRNA:CR43768,FBgn0264268,lncRNA:CR43768
lncRNA:CR43785,FBgn0264310,lncRNA:CR43785
lncRNA:CR43802,FBgn0264346,lncRNA:CR43802
lncRNA:CR43803,FBgn0264347,lncRNA:CR43803
lncRNA:CR43804,FBgn0264348,lncRNA:CR43804
lncRNA:CR43807,FBgn0264351,lncRNA:CR43807
lncRNA:CR43810,FBgn0264358,lncRNA:CR43810
lncRNA:CR43818,FBgn0264366,lncRNA:CR43818
lncRNA:CR43819,FBgn0264367,lncRNA:CR43819
lncRNA:CR43821,FBgn0264369,lncRNA:CR43821
lncRNA:CR43823,FBgn0264371,lncRNA:CR43823
lncRNA:CR43830,FBgn0264378,lncRNA:CR43830
lncRNA:CR43839,FBgn0264391,lncRNA:CR43839
lncRNA:CR43840,FBgn0264392,lncRNA:CR43840
lncRNA:CR43846,FBgn0264428,lncRNA:CR43846
lncRNA:CR43847,FBgn0264429,lncRNA:CR43847
lncRNA:CR43848,FBgn0264430,lncRNA:CR43848
lncRNA:CR43849,FBgn0264431,lncRNA:CR43849
lncRNA:CR43853,FBgn0264435,lncRNA:CR43853
lncRNA:CR43863,FBgn0264445,lncRNA:CR43863
lncRNA:CR43878,FBgn0264470,lncRNA:CR43878
lncRNA:CR43884,FBgn0264476,lncRNA:CR43884
lncRNA:CR43905,FBgn0264506,lncRNA:CR43905
lncRNA:CR43909,FBgn0264510,lncRNA:CR43909
lncRNA:CR43939,FBgn0264567,lncRNA:CR43939
lncRNA:CR43940,FBgn0264568,lncRNA:CR43940
lncRNA:CR43941,FBgn0264569,lncRNA:CR43941
lncRNA:CR43942,FBgn0264570,lncRNA:CR43942
lncRNA:CR43950,FBgn0264601,lncRNA:CR43950
lncRNA:CR43966,FBgn0264697,lncRNA:CR43966
lncRNA:CR43977,FBgn0264708,lncRNA:CR43977
lncRNA:CR43987,FBgn0264719,lncRNA:CR43987
lncRNA:CR43988,FBgn0264720,lncRNA:CR43988
lncRNA:CR44032,FBgn0264824,lncRNA:CR44032
lncRNA:CR44033,FBgn0264825,lncRNA:CR44033
lncRNA:CR44034,FBgn0264826,lncRNA:CR44034
lncRNA:CR44036,FBgn0264828,lncRNA:CR44036
lncRNA:CR44048,FBgn0264840,lncRNA:CR44048
lncRNA:CR44055,FBgn0264864,lncRNA:CR44055
lncRNA:CR44058,FBgn0264867,lncRNA:CR44058
lncRNA:CR44059,FBgn0264868,lncRNA:CR44059
lncRNA:CR44068,FBgn0264877,lncRNA:CR44068
lncRNA:CR44075,FBgn0264884,lncRNA:CR44075
lncRNA:CR44076,FBgn0264885,lncRNA:CR44076
lncRNA:CR44081,FBgn0264890,lncRNA:CR44081
lncRNA:CR44105,FBgn0264914,lncRNA:CR44105
lncRNA:CR44110,FBgn0264941,lncRNA:CR44110
lncRNA:CR44112,FBgn0264943,lncRNA:CR44112
lncRNA:CR44125,FBgn0264956,lncRNA:CR44125
lncRNA:CR44126,FBgn0264957,lncRNA:CR44126
lncRNA:CR44131,FBgn0264980,lncRNA:CR44131
lncRNA:CR44136,FBgn0264985,lncRNA:CR44136
lncRNA:CR44143,FBgn0264992,lncRNA:CR44143
lncRNA:CR44156,FBgn0265039,lncRNA:CR44156
lncRNA:CR44166,FBgn0265051,lncRNA:CR44166
lncRNA:CR44170,FBgn0265059,lncRNA:CR44170
lncRNA:CR44175,FBgn0265064,lncRNA:CR44175
lncRNA:CR44178,FBgn0265067,lncRNA:CR44178
lncRNA:CR44184,FBgn0265073,lncRNA:CR44184
lncRNA:CR44191,FBgn0265080,lncRNA:CR44191
lncRNA:CR44196,FBgn0265085,lncRNA:CR44196
lncRNA:CR44208,FBgn0265106,lncRNA:CR44208
lncRNA:CR44212,FBgn0265143,lncRNA:CR44212
lncRNA:CR44214,FBgn0265145,lncRNA:CR44214
lncRNA:CR44219,FBgn0265150,lncRNA:CR44219
lncRNA:CR44225,FBgn0265156,lncRNA:CR44225
lncRNA:CR44226,FBgn0265157,lncRNA:CR44226
lncRNA:CR44241,FBgn0265176,lncRNA:CR44241
lncRNA:CR44269,FBgn0265255,lncRNA:CR44269
lncRNA:CR44278,FBgn0265305,lncRNA:CR44278
lncRNA:CR44302,FBgn0265348,lncRNA:CR44302
lncRNA:CR44305,FBgn0265364,lncRNA:CR44305
lncRNA:CR44308,FBgn0265367,lncRNA:CR44308
lncRNA:CR44309,FBgn0265368,lncRNA:CR44309
lncRNA:CR44319,FBgn0265378,lncRNA:CR44319
lncRNA:CR44323,FBgn0265382,lncRNA:CR44323
lncRNA:CR44324,FBgn0265383,lncRNA:CR44324
lncRNA:CR44332,FBgn0265420,lncRNA:CR44332
lncRNA:CR44343,FBgn0265443,lncRNA:CR44343
lncRNA:CR44352,FBgn0265452,lncRNA:CR44352
lncRNA:CR44360,FBgn0265467,lncRNA:CR44360
lncRNA:CR44369,FBgn0265500,lncRNA:CR44369
lncRNA:CR44376,FBgn0265526,lncRNA:CR44376
lncRNA:CR44377,FBgn0265527,lncRNA:CR44377
lncRNA:CR44396,FBgn0265546,lncRNA:CR44396
lncRNA:CR44397,FBgn0265547,lncRNA:CR44397
lncRNA:CR44398,FBgn0265548,lncRNA:CR44398
lncRNA:CR44400,FBgn0265550,lncRNA:CR44400
lncRNA:CR44401,FBgn0265551,lncRNA:CR44401
lncRNA:CR44413,FBgn0265586,lncRNA:CR44413
lncRNA:CR44415,FBgn0265588,lncRNA:CR44415
lncRNA:CR44418,FBgn0265591,lncRNA:CR44418
lncRNA:CR44420,FBgn0265593,lncRNA:CR44420
lncRNA:CR44432,FBgn0265614,lncRNA:CR44432
lncRNA:CR44448,FBgn0265641,lncRNA:CR44448
lncRNA:CR44455,FBgn0265648,lncRNA:CR44455
lncRNA:CR44460,FBgn0265653,lncRNA:CR44460
lncRNA:CR44484,FBgn0265677,lncRNA:CR44484
lncRNA:CR44488,FBgn0265681,lncRNA:CR44488
lncRNA:CR44490,FBgn0265683,lncRNA:CR44490
lncRNA:CR44493,FBgn0265686,lncRNA:CR44493
lncRNA:CR44495,FBgn0265688,lncRNA:CR44495
lncRNA:CR44497,FBgn0265690,lncRNA:CR44497
lncRNA:CR44502,FBgn0265695,lncRNA:CR44502
lncRNA:CR44505,FBgn0265698,lncRNA:CR44505
lncRNA:CR44511,FBgn0265704,lncRNA:CR44511
lncRNA:CR44515,FBgn0265708,lncRNA:CR44515
lncRNA:CR44516,FBgn0265709,lncRNA:CR44516
lncRNA:CR44520,FBgn0265713,lncRNA:CR44520
lncRNA:CR44528,FBgn0265721,lncRNA:CR44528
lncRNA:CR44535,FBgn0265728,lncRNA:CR44535
lncRNA:CR44537,FBgn0265730,lncRNA:CR44537
lncRNA:CR44539,FBgn0265732,lncRNA:CR44539
lncRNA:CR44545,FBgn0265738,lncRNA:CR44545
lncRNA:CR44552,FBgn0265745,lncRNA:CR44552
lncRNA:CR44558,FBgn0265751,lncRNA:CR44558
lncRNA:CR44559,FBgn0265752,lncRNA:CR44559
lncRNA:CR44560,FBgn0265753,lncRNA:CR44560
lncRNA:CR44561,FBgn0265754,lncRNA:CR44561
lncRNA:CR44572,FBgn0265765,lncRNA:CR44572
lncRNA:CR44573,FBgn0265766,lncRNA:CR44573
lncRNA:CR44579,FBgn0265790,lncRNA:CR44579
lncRNA:CR44580,FBgn0265791,lncRNA:CR44580
lncRNA:CR44582,FBgn0265793,lncRNA:CR44582
lncRNA:CR44590,FBgn0265801,lncRNA:CR44590
lncRNA:CR44601,FBgn0265812,lncRNA:CR44601
lncRNA:CR44606,FBgn0265817,lncRNA:CR44606
lncRNA:CR44614,FBgn0265825,lncRNA:CR44614
lncRNA:CR44615,FBgn0265826,lncRNA:CR44615
lncRNA:CR44617,FBgn0265828,lncRNA:CR44617
lncRNA:CR44643,FBgn0265854,lncRNA:CR44643
lncRNA:CR44652,FBgn0265863,lncRNA:CR44652
lncRNA:CR44667,FBgn0265878,lncRNA:CR44667
lncRNA:CR44669,FBgn0265880,lncRNA:CR44669
lncRNA:CR44670,FBgn0265881,lncRNA:CR44670
lncRNA:CR44671,FBgn0265882,lncRNA:CR44671
lncRNA:CR44674,FBgn0265885,lncRNA:CR44674
lncRNA:CR44678,FBgn0265889,lncRNA:CR44678
lncRNA:CR44680,FBgn0265891,lncRNA:CR44680
lncRNA:CR44681,FBgn0265892,lncRNA:CR44681
lncRNA:CR44684,FBgn0265895,lncRNA:CR44684
lncRNA:CR44685,FBgn0265896,lncRNA:CR44685
lncRNA:CR44734,FBgn0265947,lncRNA:CR44734
lncRNA:CR44735,FBgn0265948,lncRNA:CR44735
lncRNA:CR44745,FBgn0265958,lncRNA:CR44745
lncRNA:CR44750,FBgn0265963,lncRNA:CR44750
lncRNA:CR44777,FBgn0266003,lncRNA:CR44777
lncRNA:CR44778,FBgn0266004,lncRNA:CR44778
lncRNA:CR44786,FBgn0266021,lncRNA:CR44786
lncRNA:CR44794,FBgn0266029,lncRNA:CR44794
lncRNA:CR44796,FBgn0266031,lncRNA:CR44796
lncRNA:CR44803,FBgn0266038,lncRNA:CR44803
lncRNA:CR44820,FBgn0266067,lncRNA:CR44820
lncRNA:CR44823,FBgn0266070,lncRNA:CR44823
lncRNA:CR44829,FBgn0266087,lncRNA:CR44829
lncRNA:CR44834,FBgn0266097,lncRNA:CR44834
lncRNA:CR44846,FBgn0266140,lncRNA:CR44846
lncRNA:CR44852,FBgn0266146,lncRNA:CR44852
lncRNA:CR44853,FBgn0266147,lncRNA:CR44853
lncRNA:CR44861,FBgn0266155,lncRNA:CR44861
lncRNA:CR44875,FBgn0266169,lncRNA:CR44875
lncRNA:CR44893,FBgn0266198,lncRNA:CR44893
lncRNA:CR44900,FBgn0266205,lncRNA:CR44900
lncRNA:CR44902,FBgn0266207,lncRNA:CR44902
lncRNA:CR44918,FBgn0266223,lncRNA:CR44918
lncRNA:CR44919,FBgn0266224,lncRNA:CR44919
lncRNA:CR44920,FBgn0266225,lncRNA:CR44920
lncRNA:CR44921,FBgn0266226,lncRNA:CR44921
lncRNA:CR44924,FBgn0266229,lncRNA:CR44924
lncRNA:CR44925,FBgn0266230,lncRNA:CR44925
lncRNA:CR44926,FBgn0266231,lncRNA:CR44926
lncRNA:CR44927,FBgn0266232,lncRNA:CR44927
lncRNA:CR44928,FBgn0266233,lncRNA:CR44928
lncRNA:CR44937,FBgn0266242,lncRNA:CR44937
lncRNA:CR44939,FBgn0266244,lncRNA:CR44939
lncRNA:CR44943,FBgn0266248,lncRNA:CR44943
lncRNA:CR44944,FBgn0266249,lncRNA:CR44944
lncRNA:CR44950,FBgn0266255,lncRNA:CR44950
lncRNA:CR44951,FBgn0266256,lncRNA:CR44951
lncRNA:CR44955,FBgn0266260,lncRNA:CR44955
lncRNA:CR44983,FBgn0266318,lncRNA:CR44983
lncRNA:CR44991,FBgn0266326,lncRNA:CR44991
lncRNA:CR45020,FBgn0266378,lncRNA:CR45020
lncRNA:CR45023,FBgn0266381,lncRNA:CR45023
lncRNA:CR45025,FBgn0266383,lncRNA:CR45025
lncRNA:CR45030,FBgn0266390,lncRNA:CR45030
lncRNA:CR45031,FBgn0266391,lncRNA:CR45031
lncRNA:CR45103,FBgn0266564,lncRNA:CR45103
lncRNA:CR45172,FBgn0266682,lncRNA:CR45172
lncRNA:CR45188,FBgn0266698,lncRNA:CR45188
lncRNA:CR45191,FBgn0266701,lncRNA:CR45191
lncRNA:CR45193,FBgn0266703,lncRNA:CR45193
lncRNA:CR45199,FBgn0266726,lncRNA:CR45199
lncRNA:CR45203,FBgn0266730,lncRNA:CR45203
lncRNA:CR45224,FBgn0266751,lncRNA:CR45224
lncRNA:CR45228,FBgn0266763,lncRNA:CR45228
lncRNA:CR45234,FBgn0266769,lncRNA:CR45234
lncRNA:CR45238,FBgn0266773,lncRNA:CR45238
lncRNA:CR45246,FBgn0266781,lncRNA:CR45246
lncRNA:CR45249,FBgn0266784,lncRNA:CR45249
lncRNA:CR45259,FBgn0266797,lncRNA:CR45259
lncRNA:CR45261,FBgn0266799,lncRNA:CR45261
lncRNA:CR45279,FBgn0266817,lncRNA:CR45279
lncRNA:CR45283,FBgn0266821,lncRNA:CR45283
lncRNA:CR45286,FBgn0266824,lncRNA:CR45286
lncRNA:CR45296,FBgn0266834,lncRNA:CR45296
lncRNA:CR45303,FBgn0266841,lncRNA:CR45303
lncRNA:CR45317,FBgn0266856,lncRNA:CR45317
lncRNA:CR45318,FBgn0266857,lncRNA:CR45318
lncRNA:CR45324,FBgn0266863,lncRNA:CR45324
lncRNA:CR45331,FBgn0266870,lncRNA:CR45331
lncRNA:CR45334,FBgn0266873,lncRNA:CR45334
lncRNA:CR45335,FBgn0266874,lncRNA:CR45335
lncRNA:CR45344,FBgn0266883,lncRNA:CR45344
lncRNA:CR45353,FBgn0266893,lncRNA:CR45353
lncRNA:CR45362,FBgn0266902,lncRNA:CR45362
lncRNA:CR45379,FBgn0266928,lncRNA:CR45379
lncRNA:CR45406,FBgn0266955,lncRNA:CR45406
lncRNA:CR45410,FBgn0266959,lncRNA:CR45410
lncRNA:CR45412,FBgn0266961,lncRNA:CR45412
lncRNA:CR45414,FBgn0266963,lncRNA:CR45414
lncRNA:CR45419,FBgn0266968,lncRNA:CR45419
lncRNA:CR45422,FBgn0266971,lncRNA:CR45422
lncRNA:CR45423,FBgn0266972,lncRNA:CR45423
lncRNA:CR45429,FBgn0266978,lncRNA:CR45429
lncRNA:CR45430,FBgn0266979,lncRNA:CR45430
lncRNA:CR45431,FBgn0266980,lncRNA:CR45431
lncRNA:CR45434,FBgn0266983,lncRNA:CR45434
lncRNA:CR45436,FBgn0266985,lncRNA:CR45436
lncRNA:CR45448,FBgn0267004,lncRNA:CR45448
lncRNA:CR45464,FBgn0267020,lncRNA:CR45464
lncRNA:CR45483,FBgn0267039,lncRNA:CR45483
lncRNA:CR45502,FBgn0267058,lncRNA:CR45502
lncRNA:CR45506,FBgn0267062,lncRNA:CR45506
lncRNA:CR45521,FBgn0267077,lncRNA:CR45521
lncRNA:CR45534,FBgn0267090,lncRNA:CR45534
lncRNA:CR45537,FBgn0267097,lncRNA:CR45537
lncRNA:CR45547,FBgn0267107,lncRNA:CR45547
lncRNA:CR45550,FBgn0267110,lncRNA:CR45550
lncRNA:CR45560,FBgn0267120,lncRNA:CR45560
lncRNA:CR45562,FBgn0267122,lncRNA:CR45562
lncRNA:CR45563,FBgn0267123,lncRNA:CR45563
lncRNA:CR45568,FBgn0267128,lncRNA:CR45568
lncRNA:CR45571,FBgn0267131,lncRNA:CR45571
lncRNA:CR45573,FBgn0267133,lncRNA:CR45573
lncRNA:CR45575,FBgn0267135,lncRNA:CR45575
lncRNA:CR45576,FBgn0267136,lncRNA:CR45576
lncRNA:CR45578,FBgn0267138,lncRNA:CR45578
lncRNA:CR45580,FBgn0267140,lncRNA:CR45580
lncRNA:CR45581,FBgn0267141,lncRNA:CR45581
lncRNA:CR45583,FBgn0267143,lncRNA:CR45583
lncRNA:CR45599,FBgn0267159,lncRNA:CR45599
lncRNA:CR45622,FBgn0267182,lncRNA:CR45622
lncRNA:CR45649,FBgn0267209,lncRNA:CR45649
lncRNA:CR45652,FBgn0267212,lncRNA:CR45652
lncRNA:CR45664,FBgn0267224,lncRNA:CR45664
lncRNA:CR45675,FBgn0267235,lncRNA:CR45675
lncRNA:CR45697,FBgn0267261,lncRNA:CR45697
lncRNA:CR45699,FBgn0267263,lncRNA:CR45699
lncRNA:CR45702,FBgn0267266,lncRNA:CR45702
lncRNA:CR45707,FBgn0267271,lncRNA:CR45707
lncRNA:CR45720,FBgn0267284,lncRNA:CR45720
lncRNA:CR45726,FBgn0267290,lncRNA:CR45726
lncRNA:CR45757,FBgn0267321,lncRNA:CR45757
lncRNA:CR45762,FBgn0267400,lncRNA:CR45762
lncRNA:CR45788,FBgn0267438,lncRNA:CR45788
lncRNA:CR45803,FBgn0267453,lncRNA:CR45803
lncRNA:CR45808,FBgn0267458,lncRNA:CR45808
lncRNA:CR45821,FBgn0267471,lncRNA:CR45821
lncRNA:CR45823,FBgn0267473,lncRNA:CR45823
lncRNA:CR45877,FBgn0267537,lncRNA:CR45877
lncRNA:CR45950,FBgn0267612,lncRNA:CR45950
lncRNA:CR45956,FBgn0267618,lncRNA:CR45956
lncRNA:CR45957,FBgn0267619,lncRNA:CR45957
lncRNA:CR45976,FBgn0267638,lncRNA:CR45976
lncRNA:CR45977,FBgn0267639,lncRNA:CR45977
lncRNA:CR45978,FBgn0267640,lncRNA:CR45978
